gene,transcript,contrast,estimate,SE,df,t.ratio,p.value.corrected
FBgn0085265,FBtr0301011,control - up,0.199743891,0.304517681,268,0.655935282,0.986431997
FBgn0085265,FBtr0345938,down - control,0.33327474,0.313753837,268,1.062217257,0.895845945
FBgn0085265,FBtr0345938,down - up,0.973007087,0.318281139,268,3.057068006,0.029350773
FBgn0085265,FBtr0345938,control - up,0.639732347,0.31980097,268,2.000407773,0.344801648
FBgn0053203,FBtr0301016,down - control,-0.160982954,0.071475057,269,-2.252295563,0.217680571
FBgn0053203,FBtr0301016,down - up,-0.07401542,0.07158013,269,-1.034021882,0.906115958
FBgn0053203,FBtr0301016,control - up,0.086967534,0.071572814,269,1.215091733,0.829261978
FBgn0053203,FBtr0301017,down - control,-0.145335621,0.070078725,269,-2.073890783,0.304159501
FBgn0053203,FBtr0301017,down - up,-0.085379078,0.07007762,269,-1.218350137,0.827650652
FBgn0053203,FBtr0301017,control - up,0.059956543,0.070252052,269,0.853449,0.956948368
FBgn0052666,FBtr0301020,down - control,-0.331990631,0.103205865,404,-3.216780678,0.037337198
FBgn0052666,FBtr0301020,down - up,-0.023456764,0.104005813,404,-0.225533206,0.999999796
FBgn0052666,FBtr0301020,control - up,0.308533867,0.103099448,404,2.992585048,0.071491666
FBgn0052666,FBtr0301021,down - control,-0.270962885,0.102636268,404,-2.640030563,0.173515797
FBgn0052666,FBtr0301021,down - up,-0.074701226,0.103189407,404,-0.723923395,0.998439586
FBgn0052666,FBtr0301021,control - up,0.196261659,0.102464581,404,1.915409765,0.603446834
FBgn0052666,FBtr0340295,down - control,-0.027693011,0.097651314,404,-0.283590768,0.999998759
FBgn0052666,FBtr0340295,down - up,-0.018102255,0.097652274,404,-0.185374637,0.999999957
FBgn0052666,FBtr0340295,control - up,0.009590756,0.097872346,404,0.097992503,1
FBgn0053258,FBtr0301030,down - control,0.57866111,0.387071596,268,1.494971773,0.667807733
FBgn0053258,FBtr0301030,down - up,-0.151238235,0.38645575,268,-0.391346834,0.998804271
FBgn0053258,FBtr0301030,control - up,-0.729899344,0.387663179,268,-1.882818343,0.415001682
FBgn0053258,FBtr0346790,down - control,0.411572557,0.390254878,268,1.054625014,0.89867388
FBgn0053258,FBtr0346790,down - up,0.765513277,0.394187184,268,1.942004476,0.37894035
FBgn0053258,FBtr0346790,control - up,0.35394072,0.394343638,268,0.897543883,0.946850226
FBgn0261373,FBtr0301037,down - control,0.323495774,0.157686528,269,2.051511811,0.316243505
FBgn0261373,FBtr0301037,down - up,0.162681672,0.157161918,269,1.035121449,0.905727514
FBgn0261373,FBtr0301037,control - up,-0.160814102,0.158227782,269,-1.016345551,0.912226809
FBgn0261373,FBtr0343490,down - control,0.036172064,0.155689325,269,0.232334903,0.999906769
FBgn0261373,FBtr0343490,down - up,0.092318119,0.155574769,269,0.593400323,0.991418338
FBgn0261373,FBtr0343490,control - up,0.056146054,0.156135761,269,0.35959766,0.999206247
FBgn0260941,FBtr0301054,down - control,-0.028418353,0.142932288,404,-0.198823884,0.999999925
FBgn0260941,FBtr0301054,down - up,0.174722535,0.143157369,404,1.220492783,0.951720998
FBgn0260941,FBtr0301054,control - up,0.203140888,0.143830536,404,1.412362726,0.892759424
FBgn0260941,FBtr0301055,down - control,-0.104373486,0.14300439,404,-0.729862107,0.99834566
FBgn0260941,FBtr0301055,down - up,0.022688368,0.143095085,404,0.158554489,0.999999988
FBgn0260941,FBtr0301055,control - up,0.127061854,0.143704504,404,0.884188386,0.993700873
FBgn0260941,FBtr0334103,down - control,0.085073594,0.141511925,404,0.601176145,0.999597661
FBgn0260941,FBtr0334103,down - up,0.088710902,0.141513209,404,0.626873651,0.99945181
FBgn0260941,FBtr0334103,control - up,0.003637309,0.142271841,404,0.025565907,1
FBgn0025643,FBtr0301059,down - control,-0.233389069,0.137796653,404,-1.693720883,0.75022078
FBgn0025643,FBtr0301059,down - up,-0.029106639,0.137883988,404,-0.211095137,0.999999879
FBgn0025643,FBtr0301059,control - up,0.204282429,0.137975972,404,1.480565243,0.864144396
FBgn0025643,FBtr0301061,down - control,-0.086461702,0.138849687,404,-0.62270001,0.999478142
FBgn0025643,FBtr0301061,down - up,0.389990253,0.139401346,404,2.79760752,0.11923692
FBgn0025643,FBtr0301061,control - up,0.476451955,0.139432007,404,3.417091712,0.019827742
FBgn0025643,FBtr0332426,down - control,-0.115790164,0.138863085,404,-0.833844104,0.995780983
FBgn0025643,FBtr0332426,down - up,0.125288882,0.139088628,404,0.90078451,0.992858489
FBgn0025643,FBtr0332426,control - up,0.241079046,0.139127327,404,1.732794343,0.725911524
FBgn0083975,FBtr0301680,down - control,-0.13307683,0.071221221,268,-1.868499699,0.423922113
FBgn0083975,FBtr0301680,down - up,0.036758767,0.072938809,268,0.503967188,0.995996567
FBgn0083975,FBtr0301680,control - up,0.169835597,0.071267501,268,2.383072165,0.165903911
FBgn0083975,FBtr0346343,down - control,-0.035807525,0.056004277,268,-0.639371263,0.987919528
FBgn0083975,FBtr0346343,down - up,0.007223075,0.056165432,268,0.128603572,0.999995052
FBgn0083975,FBtr0346343,control - up,0.0430306,0.05620387,268,0.765616326,0.972997483
FBgn0083977,FBtr0301076,down - control,-0.412163677,0.180380195,404,-2.284971904,0.353703243
FBgn0083977,FBtr0301076,down - up,-0.19029877,0.181861832,404,-1.046392022,0.980997487
FBgn0083977,FBtr0301076,control - up,0.221864907,0.178255068,404,1.244648524,0.945975055
FBgn0083977,FBtr0301077,down - control,-0.066723561,0.164723974,404,-0.405062839,0.999979925
FBgn0083977,FBtr0301077,down - up,-0.016453219,0.16477007,404,-0.09985563,1
FBgn0083977,FBtr0301077,control - up,0.050270342,0.165556814,404,0.30364405,0.999997876
FBgn0083977,FBtr0301512,down - control,0.005790898,0.176845116,404,0.032745591,1
FBgn0083977,FBtr0301512,down - up,-0.138493938,0.176389366,404,-0.785160361,0.997224484
FBgn0083977,FBtr0301512,control - up,-0.144284836,0.176509583,404,-0.817433441,0.996323228
FBgn0029791,FBtr0301083,down - control,-0.114301111,0.051648984,268,-2.213036985,0.235171422
FBgn0029791,FBtr0301083,down - up,-0.035215949,0.05183323,268,-0.679408728,0.984099158
FBgn0029791,FBtr0301083,control - up,0.079085163,0.05176957,268,1.527638006,0.646740333
FBgn0029791,FBtr0301084,down - control,-0.037781815,0.049852404,268,-0.757873485,0.974171138
FBgn0029791,FBtr0301084,down - up,-0.019036381,0.049889694,268,-0.381569405,0.998941897
FBgn0029791,FBtr0301084,control - up,0.018745434,0.050058895,268,0.374467597,0.999033867
FBgn0039294,FBtr0301090,down - control,-0.19846221,0.181257549,404,-1.094918318,0.974778228
FBgn0039294,FBtr0301090,down - up,-0.184835502,0.181112278,404,-1.020557547,0.983789198
FBgn0039294,FBtr0301090,control - up,0.013626708,0.18132204,404,0.075151966,1
FBgn0039294,FBtr0302299,down - control,0.123813608,0.178112876,404,0.695141257,0.998834521
FBgn0039294,FBtr0302299,down - up,-0.170134971,0.176963765,404,-0.961411341,0.988989524
FBgn0039294,FBtr0302299,control - up,-0.293948579,0.17798954,404,-1.651493562,0.775444909
FBgn0039294,FBtr0339260,down - control,0.21080055,0.227551918,404,0.926384412,0.991385095
FBgn0039294,FBtr0339260,down - up,0.252022403,0.228929404,404,1.100873886,0.973920767
FBgn0039294,FBtr0339260,control - up,0.041221853,0.232670243,404,0.177168567,0.99999997
FBgn0260657,FBtr0301095,down - control,-0.133671878,0.103388527,404,-1.292908241,0.933099892
FBgn0260657,FBtr0301095,down - up,0.176471066,0.103573633,404,1.7038223,0.744020991
FBgn0260657,FBtr0301095,control - up,0.310142944,0.104163772,404,2.977455015,0.074521834
FBgn0260657,FBtr0301096,down - control,-0.085449416,0.101970759,404,-0.837979608,0.995634578
FBgn0260657,FBtr0301096,down - up,-0.071827247,0.101936427,404,-0.704627863,0.998714801
FBgn0260657,FBtr0301096,control - up,0.013622169,0.10254323,404,0.132843185,0.999999997
FBgn0260657,FBtr0304988,down - control,-0.050400716,0.106413,404,-0.473633066,0.999933232
FBgn0260657,FBtr0304988,down - up,-0.139970895,0.106452647,404,-1.314865333,0.926605133
FBgn0260657,FBtr0304988,control - up,-0.089570179,0.106328118,404,-0.8423941,0.99547378
FBgn0260658,FBtr0332388,down - control,0.018969882,0.073556781,268,0.257894406,0.99984399
FBgn0260658,FBtr0332388,down - up,-0.083006984,0.073534532,268,-1.128816386,0.869065281
FBgn0260658,FBtr0332388,control - up,-0.101976866,0.073692037,268,-1.38382478,0.73676026
FBgn0260658,FBtr0332389,down - control,0.146244762,0.080935172,268,1.806937059,0.463014598
FBgn0260658,FBtr0332389,down - up,0.18879911,0.081186118,268,2.325509761,0.187486765
FBgn0260658,FBtr0332389,control - up,0.042554349,0.081622365,268,0.52135648,0.995303227
FBgn0260659,FBtr0301101,down - control,0.035094382,0.054604195,404,0.642704866,0.999341532
FBgn0260659,FBtr0301101,down - up,0.074617271,0.054612661,404,1.366299865,0.909780469
FBgn0260659,FBtr0301101,control - up,0.039522889,0.054862316,404,0.720401395,0.99849317
FBgn0260659,FBtr0301103,down - control,-0.124656663,0.05673067,404,-2.197341636,0.40936302
FBgn0260659,FBtr0301103,down - up,-0.119359868,0.0567908,404,-2.10174657,0.473556459
FBgn0260659,FBtr0301103,control - up,0.005296794,0.056789503,404,0.093270661,1
FBgn0260659,FBtr0302325,down - control,0.007154848,0.05541403,404,0.129116181,0.999999998
FBgn0260659,FBtr0302325,down - up,-0.005868397,0.055418017,404,-0.105893302,1
FBgn0260659,FBtr0302325,control - up,-0.013023245,0.055637731,404,-0.234072178,0.999999727
FBgn0260660,FBtr0301958,down - control,-0.338747613,0.1944428,676,-1.742145315,0.919228336
FBgn0260660,FBtr0301958,down - up,0.195531506,0.194830163,676,1.003599768,0.999614117
FBgn0260660,FBtr0301958,control - up,0.53427912,0.195577157,676,2.731807379,0.287881469
FBgn0260660,FBtr0308094,down - control,-0.223968581,0.193878483,676,-1.155200812,0.998159247
FBgn0260660,FBtr0308094,down - up,-0.012641757,0.193957872,676,-0.065177848,1
FBgn0260660,FBtr0308094,control - up,0.211326824,0.194887535,676,1.084352695,0.999076589
FBgn0260660,FBtr0339903,down - control,-0.031916172,0.19449537,676,-0.164097333,1
FBgn0260660,FBtr0339903,down - up,0.099148675,0.194600419,676,0.509498774,0.999999923
FBgn0260660,FBtr0339903,control - up,0.131064847,0.195555947,676,0.670216626,0.999997229
FBgn0260660,FBtr0339904,down - control,0.115645991,0.193710507,676,0.597004224,0.99999938
FBgn0260660,FBtr0339904,down - up,0.010037379,0.193691435,676,0.051821489,1
FBgn0260660,FBtr0339904,control - up,-0.105608613,0.194736154,676,-0.542316412,0.999999825
FBgn0260660,FBtr0339905,down - control,0.21209854,0.194666774,676,1.089546694,0.999026461
FBgn0260660,FBtr0339905,down - up,0.030248981,0.194583539,676,0.155454984,1
FBgn0260660,FBtr0339905,control - up,-0.181849559,0.195679552,676,-0.929323259,0.999842313
FBgn0038744,FBtr0308828,down - control,-0.036153877,0.105483576,268,-0.342744137,0.99937143
FBgn0038744,FBtr0308828,down - up,-0.04252746,0.105522099,268,-0.403019466,0.99862215
FBgn0038744,FBtr0308828,control - up,-0.006373583,0.105959139,268,-0.060151326,0.999999888
FBgn0038744,FBtr0308829,down - control,-0.176001461,0.109398238,268,-1.608814413,0.593447393
FBgn0038744,FBtr0308829,down - up,-0.052892965,0.109791723,268,-0.481757313,0.996765216
FBgn0038744,FBtr0308829,control - up,0.123108496,0.109571528,268,1.123544578,0.871313151
FBgn0031976,FBtr0301129,down - control,0.242334894,0.278265353,268,0.870876991,0.953127139
FBgn0031976,FBtr0301129,down - up,-0.182926524,0.278008097,268,-0.657989914,0.986238521
FBgn0031976,FBtr0301129,control - up,-0.425261417,0.279554921,268,-1.521208838,0.650908444
FBgn0031976,FBtr0306002,down - control,0.82116849,0.285510797,268,2.876138132,0.049224203
FBgn0031976,FBtr0306002,down - up,0.254156225,0.278711506,268,0.911897139,0.943250954
FBgn0031976,FBtr0306002,control - up,-0.567012265,0.287249497,268,-1.973936496,0.360084199
FBgn0028743,FBtr0301142,down - control,0.006964639,0.056611142,268,0.123025933,0.999996033
FBgn0028743,FBtr0301142,down - up,0.216258977,0.057402862,268,3.767390122,0.002761735
FBgn0028743,FBtr0301142,control - up,0.209294338,0.057249108,268,3.655853289,0.00413805
FBgn0028743,FBtr0340279,down - control,0.025855825,0.050706109,268,0.509915382,0.995768852
FBgn0028743,FBtr0340279,down - up,0.073791253,0.05073396,268,1.454474547,0.693482591
FBgn0028743,FBtr0340279,control - up,0.047935428,0.050804719,268,0.943523143,0.934762855
FBgn0037106,FBtr0301160,down - control,0.014632228,0.0964875,269,0.151648948,0.99998876
FBgn0037106,FBtr0301160,down - up,0.065025328,0.096520866,269,0.673691921,0.984692941
FBgn0037106,FBtr0301160,control - up,0.0503931,0.096909724,269,0.520000444,0.995360554
FBgn0037106,FBtr0333391,down - control,0.004929736,0.105792208,269,0.046598287,0.999999969
FBgn0037106,FBtr0333391,down - up,-0.235269412,0.105152002,269,-2.237422087,0.224197103
FBgn0037106,FBtr0333391,control - up,-0.240199147,0.104431974,269,-2.300053681,0.197623841
FBgn0016919,FBtr0301173,down - control,-0.000818163,0.218704746,269,-0.003740947,1
FBgn0016919,FBtr0301173,down - up,-0.095836875,0.218639367,269,-0.438333118,0.997937618
FBgn0016919,FBtr0301173,control - up,-0.095018713,0.218588422,269,-0.434692341,0.998018348
FBgn0016919,FBtr0340651,down - control,0.14385092,0.226514526,269,0.635062669,0.988286313
FBgn0016919,FBtr0340651,down - up,-0.054881373,0.225649812,269,-0.243214798,0.999883139
FBgn0016919,FBtr0340651,control - up,-0.198732293,0.225965965,269,-0.879478876,0.951161301
FBgn0033919,FBtr0301203,down - control,-0.011100896,0.143699845,404,-0.07725058,1
FBgn0033919,FBtr0301203,down - up,0.066462482,0.143706075,404,0.462489018,0.999944339
FBgn0033919,FBtr0301203,control - up,0.077563378,0.14447108,404,0.536878233,0.999827261
FBgn0033919,FBtr0301204,down - control,0.280433554,0.143879559,404,1.949085447,0.57993517
FBgn0033919,FBtr0301204,down - up,0.033816292,0.143846512,404,0.235085936,0.999999717
FBgn0033919,FBtr0301204,control - up,-0.246617262,0.144645151,404,-1.704981195,0.743305824
FBgn0033919,FBtr0339968,down - control,-0.255044593,0.145725545,404,-1.750170795,0.714831179
FBgn0033919,FBtr0339968,down - up,-0.104586818,0.145877645,404,-0.71694891,0.998544206
FBgn0033919,FBtr0339968,control - up,0.150457775,0.146306966,404,1.028370547,0.982980634
FBgn0266598,FBtr0301216,down - control,-0.071981265,0.131526868,268,-0.547274229,0.994104922
FBgn0266598,FBtr0301216,down - up,0.058503058,0.132186503,268,0.442579667,0.997840177
FBgn0266598,FBtr0301216,control - up,0.130484324,0.132101482,268,0.987758213,0.92157648
FBgn0266598,FBtr0310464,down - control,-0.22582922,0.125807566,268,-1.795036877,0.470692092
FBgn0266598,FBtr0310464,down - up,-0.120656174,0.125775846,268,-0.959295262,0.930238689
FBgn0266598,FBtr0310464,control - up,0.105173046,0.125540788,268,0.837759965,0.960199845
FBgn0030707,FBtr0301232,down - control,-0.297370704,0.122259647,268,-2.432288262,0.148932981
FBgn0030707,FBtr0301232,down - up,-0.094587755,0.122521012,268,-0.772012515,0.971999894
FBgn0030707,FBtr0301232,control - up,0.202782949,0.12269692,268,1.652714262,0.564337399
FBgn0030707,FBtr0301233,down - control,0.15842801,0.121631436,268,1.302525189,0.783508712
FBgn0030707,FBtr0301233,down - up,0.006984666,0.121535995,268,0.05746994,0.999999911
FBgn0030707,FBtr0301233,control - up,-0.151443343,0.12224309,268,-1.238870379,0.817329077
FBgn0029939,FBtr0301240,down - control,0.031759037,0.055915534,269,0.567982361,0.992992261
FBgn0029939,FBtr0301240,down - up,0.063157655,0.056095396,269,1.125897304,0.870314433
FBgn0029939,FBtr0301240,control - up,0.031398618,0.056175477,269,0.558938159,0.993496194
FBgn0029939,FBtr0309030,down - control,0.010896137,0.08480832,269,0.128479574,0.999995076
FBgn0029939,FBtr0309030,down - up,0.257974874,0.088930927,269,2.900845457,0.04595758
FBgn0029939,FBtr0309030,control - up,0.247078738,0.088367204,269,2.796045651,0.061145725
FBgn0260767,FBtr0301269,down - control,0.52151697,0.107847759,268,4.835677402,3.28406389323854e-05
FBgn0260767,FBtr0301269,down - up,0.159199424,0.107349354,268,1.483003092,0.67545148
FBgn0260767,FBtr0301269,control - up,-0.362317546,0.108429343,268,-3.341508259,0.012116329
FBgn0260767,FBtr0345499,down - control,0.045331456,0.119645611,268,0.378881061,0.99897748
FBgn0260767,FBtr0345499,down - up,-0.144642051,0.118731193,268,-1.218231265,0.827707978
FBgn0260767,FBtr0345499,control - up,-0.189973507,0.118544468,268,-1.602550597,0.597591645
FBgn0260768,FBtr0301270,down - control,-0.002594175,0.112486953,268,-0.023062005,0.999999999
FBgn0260768,FBtr0301270,down - up,-0.146819155,0.112259906,268,-1.307850335,0.780562202
FBgn0260768,FBtr0301270,control - up,-0.144224981,0.112266084,268,-1.284670986,0.793259823
FBgn0260768,FBtr0344753,down - control,-0.082803583,0.117507808,268,-0.704664523,0.981276219
FBgn0260768,FBtr0344753,down - up,-0.119744694,0.117394029,268,-1.020023717,0.910974271
FBgn0260768,FBtr0344753,control - up,-0.036941111,0.117119469,268,-0.315413921,0.999580924
FBgn0259152,FBtr0301277,down - control,-0.151979331,0.284522328,268,-0.53415608,0.994737216
FBgn0259152,FBtr0301277,down - up,0.038496019,0.284563526,268,0.135280932,0.999993633
FBgn0259152,FBtr0301277,control - up,0.19047535,0.28604252,268,0.665898727,0.985474838
FBgn0259152,FBtr0301278,down - control,0.387423271,0.2851709,268,1.358565236,0.751671146
FBgn0259152,FBtr0301278,down - up,0.160264311,0.285074656,268,0.56218365,0.993318344
FBgn0259152,FBtr0301278,control - up,-0.22715896,0.286746375,268,-0.792194707,0.968682029
FBgn0036195,FBtr0301326,down - control,-0.01551244,0.13889616,268,-0.11168372,0.99999755
FBgn0036195,FBtr0301326,down - up,0.009879627,0.139367463,268,0.07088905,0.999999747
FBgn0036195,FBtr0301326,control - up,0.025392067,0.139412636,268,0.182136052,0.999972069
FBgn0036195,FBtr0332765,down - control,-0.383753999,0.150185068,268,-2.555207414,0.112249835
FBgn0036195,FBtr0332765,down - up,-0.10687182,0.151770832,268,-0.704165739,0.981335247
FBgn0036195,FBtr0332765,control - up,0.276882179,0.149058522,268,1.857540085,0.430796822
FBgn0031952,FBtr0301330,down - control,-0.09357205,0.057123474,540,-1.6380665,0.894273852
FBgn0031952,FBtr0301330,down - up,-0.032532325,0.057506166,540,-0.565718896,0.999991012
FBgn0031952,FBtr0301330,control - up,0.061039725,0.056732811,540,1.075915743,0.995557651
FBgn0031952,FBtr0301331,down - control,-0.179573041,0.052124946,540,-3.445049946,0.030023894
FBgn0031952,FBtr0301331,down - up,-0.034247418,0.052633754,540,-0.650674047,0.999962474
FBgn0031952,FBtr0301331,control - up,0.145325624,0.051975868,540,2.796021089,0.184587144
FBgn0031952,FBtr0343423,down - control,-0.067047384,0.047366233,540,-1.415510172,0.960250787
FBgn0031952,FBtr0343423,down - up,0.018366453,0.047480895,540,0.38681774,0.999999835
FBgn0031952,FBtr0343423,control - up,0.085413837,0.047522794,540,1.797323557,0.819085658
FBgn0031952,FBtr0343424,down - control,-0.053970073,0.047434462,540,-1.137781921,0.992836116
FBgn0031952,FBtr0343424,down - up,-0.015376154,0.047517021,540,-0.323592553,0.999999976
FBgn0031952,FBtr0343424,control - up,0.038593919,0.047558653,540,0.81150151,0.999667192
FBgn0039932,FBtr0301335,down - control,-0.257918051,0.152660856,404,-1.689483857,0.752802885
FBgn0039932,FBtr0301335,down - up,-0.068284814,0.153875783,404,-0.443765825,0.999959449
FBgn0039932,FBtr0301335,control - up,0.189633238,0.152746284,404,1.241491658,0.946751904
FBgn0039932,FBtr0301336,down - control,-0.013667727,0.146433654,404,-0.093337333,1
FBgn0039932,FBtr0301336,down - up,-0.035967104,0.146454607,404,-0.245585334,0.999999601
FBgn0039932,FBtr0301336,control - up,-0.022299377,0.147071368,404,-0.151622829,0.999999991
FBgn0039932,FBtr0334625,down - control,0.016604786,0.192345368,404,0.086327977,1
FBgn0039932,FBtr0334625,down - up,-0.00754402,0.191884855,404,-0.039315347,1
FBgn0039932,FBtr0334625,control - up,-0.024148806,0.192175418,404,-0.125660225,0.999999998
FBgn0000541,FBtr0301349,down - control,0.235194068,0.053806111,540,4.371140485,0.000897002
FBgn0000541,FBtr0301349,down - up,0.15877433,0.053723849,540,2.955378906,0.125023736
FBgn0000541,FBtr0301349,control - up,-0.076419739,0.054289171,540,-1.407642391,0.961819249
FBgn0000541,FBtr0332101,down - control,-0.079731552,0.056427357,540,-1.412994622,0.960757337
FBgn0000541,FBtr0332101,down - up,-0.117710376,0.056330087,540,-2.08965372,0.630459825
FBgn0000541,FBtr0332101,control - up,-0.037978825,0.056050522,540,-0.677581993,0.999943573
FBgn0000541,FBtr0332102,down - control,-0.088234739,0.067096617,540,-1.315040057,0.977008236
FBgn0000541,FBtr0332102,down - up,0.006236509,0.068004628,540,0.091707125,1
FBgn0000541,FBtr0332102,control - up,0.094471247,0.066887327,540,1.412393829,0.960877611
FBgn0000541,FBtr0332104,down - control,-0.040231344,0.051841485,540,-0.776045361,0.999784078
FBgn0000541,FBtr0332104,down - up,0.034035245,0.051950588,540,0.655146481,0.999959787
FBgn0000541,FBtr0332104,control - up,0.074266589,0.052079048,540,1.426035836,0.95807897
FBgn0032470,FBtr0301366,down - control,-0.154398125,0.232845766,269,-0.663091829,0.985749855
FBgn0032470,FBtr0301366,down - up,-0.273560463,0.232781684,269,-1.175180356,0.848371898
FBgn0032470,FBtr0301366,control - up,-0.119162338,0.233863348,269,-0.50953832,0.995783751
FBgn0032470,FBtr0336855,down - control,-0.327129279,0.232975419,269,-1.404136455,0.724542459
FBgn0032470,FBtr0336855,down - up,-0.388819094,0.232940659,269,-1.669176586,0.553407981
FBgn0032470,FBtr0336855,control - up,-0.061689815,0.233833526,269,-0.263819379,0.999825539
FBgn0028371,FBtr0301376,down - control,-0.014342847,0.065744444,404,-0.2181606,0.999999844
FBgn0028371,FBtr0301376,down - up,0.024259075,0.065758247,404,0.368913046,0.999990276
FBgn0028371,FBtr0301376,control - up,0.038601923,0.06589679,404,0.585793671,0.999668135
FBgn0028371,FBtr0301377,down - control,0.060919271,0.065495515,404,0.930128895,0.991150741
FBgn0028371,FBtr0301377,down - up,0.055935031,0.065494114,404,0.854046688,0.995026189
FBgn0028371,FBtr0301377,control - up,-0.00498424,0.06565519,404,-0.075915395,1
FBgn0028371,FBtr0330233,down - control,-0.185691474,0.067248877,404,-2.761257617,0.130418834
FBgn0028371,FBtr0330233,down - up,-0.006438944,0.067471155,404,-0.095432538,1
FBgn0028371,FBtr0330233,control - up,0.179252531,0.067338839,404,2.661948642,0.165041149
FBgn0024963,FBtr0335417,down - control,0.143141504,0.185545494,540,0.771463112,0.999796188
FBgn0024963,FBtr0335417,down - up,0.135516204,0.185542264,540,0.730379163,0.999880901
FBgn0024963,FBtr0335417,control - up,-0.0076253,0.186567705,540,-0.040871491,1
FBgn0024963,FBtr0335418,down - control,-0.067073778,0.186381546,540,-0.359873494,0.999999924
FBgn0024963,FBtr0335418,down - up,-0.060776391,0.186374774,540,-0.326097731,0.999999974
FBgn0024963,FBtr0335418,control - up,0.006297387,0.187229637,540,0.033634565,1
FBgn0024963,FBtr0335421,down - control,-0.040556054,0.185038621,540,-0.219176158,1
FBgn0024963,FBtr0335421,down - up,0.044994194,0.185046342,540,0.243150952,0.999999999
FBgn0024963,FBtr0335421,control - up,0.085550248,0.186029515,540,0.459874595,0.999998966
FBgn0024963,FBtr0343789,down - control,0.048856528,0.185458783,540,0.263436043,0.999999997
FBgn0024963,FBtr0343789,down - up,0.099707473,0.185484032,540,0.537552866,0.999994702
FBgn0024963,FBtr0343789,control - up,0.050850945,0.186450631,540,0.272731417,0.999999996
FBgn0028343,FBtr0301413,down - control,-0.369630048,0.103940574,269,-3.55616707,0.005876533
FBgn0028343,FBtr0301413,down - up,-0.072623136,0.104319903,269,-0.696158005,0.982265184
FBgn0028343,FBtr0301413,control - up,0.297006912,0.104240813,269,2.849238255,0.052979485
FBgn0028343,FBtr0301415,down - control,0.044521857,0.101532231,269,0.438499745,0.997933864
FBgn0028343,FBtr0301415,down - up,-0.016088188,0.101525252,269,-0.158464889,0.999986013
FBgn0028343,FBtr0301415,control - up,-0.060610045,0.102055958,269,-0.593890318,0.99138561
FBgn0031294,FBtr0301416,down - control,0.213235449,0.363313165,404,0.586919137,0.99966336
FBgn0031294,FBtr0301416,down - up,0.253156718,0.362353893,404,0.698644951,0.998791436
FBgn0031294,FBtr0301416,control - up,0.039921268,0.365417165,404,0.109248476,0.999999999
FBgn0031294,FBtr0301417,down - control,0.0295696,0.365229668,404,0.080961661,1
FBgn0031294,FBtr0301417,down - up,0.015174755,0.365148321,404,0.041557783,1
FBgn0031294,FBtr0301417,control - up,-0.014394846,0.365621509,404,-0.039370895,1
FBgn0031294,FBtr0332270,down - control,1.017299951,0.437315221,404,2.326239522,0.32881482
FBgn0031294,FBtr0332270,down - up,0.689139833,0.427250087,404,1.612965929,0.797405918
FBgn0031294,FBtr0332270,control - up,-0.328160119,0.438303194,404,-0.748705743,0.998016114
FBgn0260959,FBtr0301428,down - control,0.231253178,0.198383427,540,1.165687989,0.991226917
FBgn0260959,FBtr0301428,down - up,-0.0057835,0.197836903,540,-0.029233677,1
FBgn0260959,FBtr0301428,control - up,-0.237036678,0.199326461,540,-1.189188216,0.989655435
FBgn0260959,FBtr0301429,down - control,-0.816709925,0.20030117,540,-4.077409649,0.003030492
FBgn0260959,FBtr0301429,down - up,-0.391367657,0.201237511,540,-1.944804699,0.730311608
FBgn0260959,FBtr0301429,control - up,0.425342267,0.198742973,540,2.140162543,0.593979241
FBgn0260959,FBtr0301430,down - control,0.248566331,0.193249113,540,1.286248241,0.980621534
FBgn0260959,FBtr0301430,down - up,0.083572197,0.193165718,540,0.432645076,0.999999458
FBgn0260959,FBtr0301430,control - up,-0.164994135,0.194299055,540,-0.849176208,0.999486275
FBgn0260959,FBtr0301431,down - control,-0.142410554,0.193659065,540,-0.735367353,0.999872625
FBgn0260959,FBtr0301431,down - up,0.027175705,0.193792203,540,0.140231158,1
FBgn0260959,FBtr0301431,control - up,0.169586259,0.194653552,540,0.871220984,0.999345215
FBgn0051122,FBtr0301432,down - control,-0.291810789,0.067294479,269,-4.336325879,0.000293813
FBgn0051122,FBtr0301432,down - up,-0.015666617,0.067907166,269,-0.230706386,0.999909953
FBgn0051122,FBtr0301432,control - up,0.276144172,0.067413397,269,4.096280362,0.000782998
FBgn0051122,FBtr0333831,down - control,0.069422703,0.064101259,269,1.083016215,0.887863508
FBgn0051122,FBtr0333831,down - up,0.030358145,0.064075917,269,0.473784011,0.997011679
FBgn0051122,FBtr0333831,control - up,-0.039064558,0.064413966,269,-0.606460993,0.99051364
FBgn0051279,FBtr0301433,down - control,0.399461077,0.24359308,676,1.639870378,0.949281451
FBgn0051279,FBtr0301433,down - up,0.42306953,0.244410277,676,1.730980941,0.922990013
FBgn0051279,FBtr0301433,control - up,0.023608454,0.252985497,676,0.093319396,1
FBgn0051279,FBtr0301434,down - control,0.373607244,0.251661869,676,1.484560396,0.978134383
FBgn0051279,FBtr0301434,down - up,0.211691366,0.24760555,676,0.854954045,0.99994189
FBgn0051279,FBtr0301434,control - up,-0.161915878,0.256122005,676,-0.632182612,0.999998695
FBgn0051279,FBtr0310429,down - control,0.186797951,0.246432334,676,0.7580091,0.999986815
